idCompetencia,titCompetencia,dsCompetencia,tipoCompetencia,AtivaCompetencia,DesatiCompetencia,idCompetenciaAnterior,idCicloCompetencia,nivelProcesso,versaoCadeia,idSubProcesso,idProcesso,idMacroprocesso,titSubProcesso,dsSubProcesso,titProcesso,dsProcesso,titMacroprocesso,dsMacroprocesso,uaGestoraSubProcesso,uaGestoraProcesso,siglaMacroprocesso,idSubProcessoAnterior,idProcessoAnterior,idMacroprocessoAnterior,DesativacaoSuprocesso,Desativacaoprocesso,DesativacaoMacroprocesso
329,Execução do Procedimento Fiscal,"Conduzir o procedimento fiscal com objetividade em relação aos procedimentos programados, observando o disposto nos manuais de fiscalização, nas decisões judiciais e nas portarias de diretrizes da fiscalização, utilizando técnicas de auditoria, inclusive em meios eletrônicos.",Específica,19/06/2018,,0,3,SubProcesso,2014,230301,230300,230000,Realizar Procedimento Fiscal de Fiscalização,Realizar Procedimento Fiscal de Fiscalização,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
329,Execução do Procedimento Fiscal,"Conduzir o procedimento fiscal com objetividade em relação aos procedimentos programados, observando o disposto nos manuais de fiscalização, nas decisões judiciais e nas portarias de diretrizes da fiscalização, utilizando técnicas de auditoria, inclusive em meios eletrônicos.",Específica,19/06/2018,,0,3,SubProcesso,2014,230302,230300,230000,Realizar Procedimento Fiscal de Diligência,Realizar Procedimento Fiscal de Diligência,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
329,Execução do Procedimento Fiscal,"Conduzir o procedimento fiscal com objetividade em relação aos procedimentos programados, observando o disposto nos manuais de fiscalização, nas decisões judiciais e nas portarias de diretrizes da fiscalização, utilizando técnicas de auditoria, inclusive em meios eletrônicos.",Específica,19/06/2018,,0,3,SubProcesso,2014,230303,230300,230000,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
329,Execução do Procedimento Fiscal,"Conduzir o procedimento fiscal com objetividade em relação aos procedimentos programados, observando o disposto nos manuais de fiscalização, nas decisões judiciais e nas portarias de diretrizes da fiscalização, utilizando técnicas de auditoria, inclusive em meios eletrônicos.",Específica,19/06/2018,,0,3,SubProcesso,2014,230304,230300,230000,Formalizar Representação para Fins Penais,Formalizar Representação para Fins Penais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
329,Execução do Procedimento Fiscal,"Conduzir o procedimento fiscal com objetividade em relação aos procedimentos programados, observando o disposto nos manuais de fiscalização, nas decisões judiciais e nas portarias de diretrizes da fiscalização, utilizando técnicas de auditoria, inclusive em meios eletrônicos.",Específica,19/06/2018,,0,3,SubProcesso,2014,230306,230300,230000,"Gerir Execução, Controle e Avaliação da Fiscalização","Gerir Execução, Controle e Avaliação da Fiscalização",Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230201,230200,230000,Selecionar Sujeitos Passivos,Selecionar Sujeitos Passivos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021700,0021700,FISCT,0,30100,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230203,230200,230000,Definir os Maiores Contribuintes de Interesse Fiscal,Definir os Maiores Contribuintes de Interesse Fiscal,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230204,230200,230000,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230206,230200,230000,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230207,230200,230000,Tratar Expedientes que Demandam à Programação,Tratar Expedientes que Demandam à Programação,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230301,230300,230000,Realizar Procedimento Fiscal de Fiscalização,Realizar Procedimento Fiscal de Fiscalização,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230302,230300,230000,Realizar Procedimento Fiscal de Diligência,Realizar Procedimento Fiscal de Diligência,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230303,230300,230000,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230304,230300,230000,Formalizar Representação para Fins Penais,Formalizar Representação para Fins Penais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230306,230300,230000,"Gerir Execução, Controle e Avaliação da Fiscalização","Gerir Execução, Controle e Avaliação da Fiscalização",Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230308,230300,230000,Elaborar e Atualizar os Manuais e Roteiros de Procedimentos Fiscais,Elaborar e Atualizar os Manuais e Roteiros de Procedimentos Fiscais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
330,Extração e manipulação de Dados para fiscalização em DW,"Obter e manipular arquivos digitais e sistemas de auditoria contábil para realização da fiscalização, utilizando especialmente o DW.",Específica,19/06/2018,,0,3,SubProcesso,2014,230309,230300,230000,Verificar a Aderência dos Processos de Interesse da Fiscalização na 2ª Instância Administrativa,Verificar a Aderência dos Processos de Interesse da Fiscalização na 2ª Instância Administrativa,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230201,230200,230000,Selecionar Sujeitos Passivos,Selecionar Sujeitos Passivos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021700,0021700,FISCT,0,30100,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230203,230200,230000,Definir os Maiores Contribuintes de Interesse Fiscal,Definir os Maiores Contribuintes de Interesse Fiscal,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230204,230200,230000,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230206,230200,230000,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230207,230200,230000,Tratar Expedientes que Demandam à Programação,Tratar Expedientes que Demandam à Programação,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230301,230300,230000,Realizar Procedimento Fiscal de Fiscalização,Realizar Procedimento Fiscal de Fiscalização,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230302,230300,230000,Realizar Procedimento Fiscal de Diligência,Realizar Procedimento Fiscal de Diligência,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230303,230300,230000,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230304,230300,230000,Formalizar Representação para Fins Penais,Formalizar Representação para Fins Penais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230306,230300,230000,"Gerir Execução, Controle e Avaliação da Fiscalização","Gerir Execução, Controle e Avaliação da Fiscalização",Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230308,230300,230000,Elaborar e Atualizar os Manuais e Roteiros de Procedimentos Fiscais,Elaborar e Atualizar os Manuais e Roteiros de Procedimentos Fiscais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
331,Extração e manipulação de Dados para fiscalização no ambiente Contágil,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Contágil",Específica,19/06/2018,,0,3,SubProcesso,2014,230309,230300,230000,Verificar a Aderência dos Processos de Interesse da Fiscalização na 2ª Instância Administrativa,Verificar a Aderência dos Processos de Interesse da Fiscalização na 2ª Instância Administrativa,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230201,230200,230000,Selecionar Sujeitos Passivos,Selecionar Sujeitos Passivos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021700,0021700,FISCT,0,30100,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230203,230200,230000,Definir os Maiores Contribuintes de Interesse Fiscal,Definir os Maiores Contribuintes de Interesse Fiscal,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230204,230200,230000,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230206,230200,230000,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230207,230200,230000,Tratar Expedientes que Demandam à Programação,Tratar Expedientes que Demandam à Programação,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230301,230300,230000,Realizar Procedimento Fiscal de Fiscalização,Realizar Procedimento Fiscal de Fiscalização,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230302,230300,230000,Realizar Procedimento Fiscal de Diligência,Realizar Procedimento Fiscal de Diligência,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230303,230300,230000,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230304,230300,230000,Formalizar Representação para Fins Penais,Formalizar Representação para Fins Penais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230306,230300,230000,"Gerir Execução, Controle e Avaliação da Fiscalização","Gerir Execução, Controle e Avaliação da Fiscalização",Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230308,230300,230000,Elaborar e Atualizar os Manuais e Roteiros de Procedimentos Fiscais,Elaborar e Atualizar os Manuais e Roteiros de Procedimentos Fiscais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
332,Extração e manipulação de Dados para fiscalização em Data Lake,"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Data Lake.",Específica,19/06/2018,,0,3,SubProcesso,2014,230309,230300,230000,Verificar a Aderência dos Processos de Interesse da Fiscalização na 2ª Instância Administrativa,Verificar a Aderência dos Processos de Interesse da Fiscalização na 2ª Instância Administrativa,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230201,230200,230000,Selecionar Sujeitos Passivos,Selecionar Sujeitos Passivos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021700,0021700,FISCT,0,30100,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230203,230200,230000,Definir os Maiores Contribuintes de Interesse Fiscal,Definir os Maiores Contribuintes de Interesse Fiscal,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230204,230200,230000,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Analisar os Maiores Contribuintes no Contexto dos Respectivos Setores Econômicos,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021702,0021700,FISCT,0,30100,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230206,230200,230000,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Gerir Ferramentas de Suporte à Pesquisa e Seleção,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230207,230200,230000,Tratar Expedientes que Demandam à Programação,Tratar Expedientes que Demandam à Programação,Realizar Pesquisa e Seleção,Realizar Pesquisa e Seleção,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021704,0021700,FISCT,0,30100,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230301,230300,230000,Realizar Procedimento Fiscal de Fiscalização,Realizar Procedimento Fiscal de Fiscalização,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230302,230300,230000,Realizar Procedimento Fiscal de Diligência,Realizar Procedimento Fiscal de Diligência,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230303,230300,230000,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar Procedimento Fiscal de Revisão de Declarações,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230304,230300,230000,Formalizar Representação para Fins Penais,Formalizar Representação para Fins Penais,Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
333,Extração e manipulação de Dados para fiscalização no Sistema Público de Escrituração Digital (SPED),"Obter e manipular arquivos digitais e sistemas de auditoria contábil, para realização da fiscalização, utilizando especialmente o Sistema Público de Escrituração Digital (SPED).",Específica,19/06/2018,,0,3,SubProcesso,2014,230306,230300,230000,"Gerir Execução, Controle e Avaliação da Fiscalização","Gerir Execução, Controle e Avaliação da Fiscalização",Realizar a Fiscalização,Realizar a Fiscalização,Fiscalização Tributária e Combate a Ilícitos,Fiscalização Tributária e Combate a Ilícitos,0021701,0021701,FISCT,0,30300,0,,,
